timestamp,PM2.5,PM10,O3,NO2,SO2,CO,Population,Density (people/km²),Urbanization (%),Average Income (USD),Education Level (% with Bachelor's or higher),Altitude (m),Proximity to Industry (km)
2024-08-05,52.928333333333335,77.06166666666665,65.565,36.928333333333335,11.215000000000002,1005.8066666666667,6928696.666666667,7190.833333333333,83.0,27833.333333333332,22.5,795.8333333333334,2.1666666666666665
